"ID","Name","Description","Parent"
"create:recipes/create.base/crafting/kinetics/display_board","create:recipes/create.base/crafting/kinetics/display_board","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/empty_blaze_burner","create:recipes/create.base/crafting/kinetics/empty_blaze_burner","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/encased_chain_drive","create:recipes/create.base/crafting/kinetics/encased_chain_drive","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/encased_fan","create:recipes/create.base/crafting/kinetics/encased_fan","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/filter","create:recipes/create.base/crafting/kinetics/filter","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/fluid_pipe","create:recipes/create.base/crafting/kinetics/fluid_pipe","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/fluid_pipe_vertical","create:recipes/create.base/crafting/kinetics/fluid_pipe_vertical","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/fluid_tank","create:recipes/create.base/crafting/kinetics/fluid_tank","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/fluid_valve","create:recipes/create.base/crafting/kinetics/fluid_valve","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/flywheel","create:recipes/create.base/crafting/kinetics/flywheel","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/framed_glass_door","create:recipes/create.base/crafting/kinetics/framed_glass_door","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/framed_glass_trapdoor","create:recipes/create.base/crafting/kinetics/framed_glass_trapdoor","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/gantry_carriage","create:recipes/create.base/crafting/kinetics/gantry_carriage","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/gantry_shaft","create:recipes/create.base/crafting/kinetics/gantry_shaft","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/gearbox","create:recipes/create.base/crafting/kinetics/gearbox","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/gearboxfrom_conversion","create:recipes/create.base/crafting/kinetics/gearboxfrom_conversion","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/gearshift","create:recipes/create.base/crafting/kinetics/gearshift","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/goggles","create:recipes/create.base/crafting/kinetics/goggles","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/gray_seat","create:recipes/create.base/crafting/kinetics/gray_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/gray_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/gray_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/gray_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/gray_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/green_seat","create:recipes/create.base/crafting/kinetics/green_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/green_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/green_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/green_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/green_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/hand_crank","create:recipes/create.base/crafting/kinetics/hand_crank","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/hose_pulley","create:recipes/create.base/crafting/kinetics/hose_pulley","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/item_drain","create:recipes/create.base/crafting/kinetics/item_drain","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/item_vault","create:recipes/create.base/crafting/kinetics/item_vault","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/large_cogwheel","create:recipes/create.base/crafting/kinetics/large_cogwheel","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/large_cogwheelfrom_little","create:recipes/create.base/crafting/kinetics/large_cogwheelfrom_little","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/light_blue_seat","create:recipes/create.base/crafting/kinetics/light_blue_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/light_blue_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/light_blue_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/light_blue_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/light_blue_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/light_gray_seat","create:recipes/create.base/crafting/kinetics/light_gray_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/light_gray_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/light_gray_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/light_gray_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/light_gray_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/lime_seat","create:recipes/create.base/crafting/kinetics/lime_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/lime_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/lime_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/lime_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/lime_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/linear_chassis","create:recipes/create.base/crafting/kinetics/linear_chassis","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/linear_chassisfrom_conversion","create:recipes/create.base/crafting/kinetics/linear_chassisfrom_conversion","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/magenta_seat","create:recipes/create.base/crafting/kinetics/magenta_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/magenta_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/magenta_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/magenta_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/magenta_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_arm","create:recipes/create.base/crafting/kinetics/mechanical_arm","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_bearing","create:recipes/create.base/crafting/kinetics/mechanical_bearing","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_crafter","create:recipes/create.base/crafting/kinetics/mechanical_crafter","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_drill","create:recipes/create.base/crafting/kinetics/mechanical_drill","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_harvester","create:recipes/create.base/crafting/kinetics/mechanical_harvester","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_mixer","create:recipes/create.base/crafting/kinetics/mechanical_mixer","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_piston","create:recipes/create.base/crafting/kinetics/mechanical_piston","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_plough","create:recipes/create.base/crafting/kinetics/mechanical_plough","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_press","create:recipes/create.base/crafting/kinetics/mechanical_press","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_pump","create:recipes/create.base/crafting/kinetics/mechanical_pump","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_saw","create:recipes/create.base/crafting/kinetics/mechanical_saw","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/metal_bracket","create:recipes/create.base/crafting/kinetics/metal_bracket","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/metal_girder","create:recipes/create.base/crafting/kinetics/metal_girder","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/millstone","create:recipes/create.base/crafting/kinetics/millstone","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mysterious_cuckoo_clock","create:recipes/create.base/crafting/kinetics/mysterious_cuckoo_clock","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/nixie_tube","create:recipes/create.base/crafting/kinetics/nixie_tube","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/nozzle","create:recipes/create.base/crafting/kinetics/nozzle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/orange_seat","create:recipes/create.base/crafting/kinetics/orange_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/orange_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/orange_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/orange_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/orange_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/pink_seat","create:recipes/create.base/crafting/kinetics/pink_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/pink_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/pink_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/pink_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/pink_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/piston_extension_pole","create:recipes/create.base/crafting/kinetics/piston_extension_pole","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/placard","create:recipes/create.base/crafting/kinetics/placard","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/portable_fluid_interface","create:recipes/create.base/crafting/kinetics/portable_fluid_interface","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/portable_storage_interface","create:recipes/create.base/crafting/kinetics/portable_storage_interface","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/propeller","create:recipes/create.base/crafting/kinetics/propeller","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/purple_seat","create:recipes/create.base/crafting/kinetics/purple_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/purple_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/purple_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/purple_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/purple_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/radial_chassis","create:recipes/create.base/crafting/kinetics/radial_chassis","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/red_seat","create:recipes/create.base/crafting/kinetics/red_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/red_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/red_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/red_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/red_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/rope_pulley","create:recipes/create.base/crafting/kinetics/rope_pulley","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/rose_quartz_lamp","create:recipes/create.base/crafting/kinetics/rose_quartz_lamp","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/rotation_speed_controller","create:recipes/create.base/crafting/kinetics/rotation_speed_controller","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/sail_framefrom_conversion","create:recipes/create.base/crafting/kinetics/sail_framefrom_conversion","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/schedule","create:recipes/create.base/crafting/kinetics/schedule","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/secondary_linear_chassisfrom_conversion","create:recipes/create.base/crafting/kinetics/secondary_linear_chassisfrom_conversion","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/sequenced_gearshift","create:recipes/create.base/crafting/kinetics/sequenced_gearshift","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/shaft","create:recipes/create.base/crafting/kinetics/shaft","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/smart_chute","create:recipes/create.base/crafting/kinetics/smart_chute","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/smart_fluid_pipe","create:recipes/create.base/crafting/kinetics/smart_fluid_pipe","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/speedometer","create:recipes/create.base/crafting/kinetics/speedometer","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/speedometerfrom_conversion","create:recipes/create.base/crafting/kinetics/speedometerfrom_conversion","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/spout","create:recipes/create.base/crafting/kinetics/spout","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/steam_engine","create:recipes/create.base/crafting/kinetics/steam_engine","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/steam_whistle","create:recipes/create.base/crafting/kinetics/steam_whistle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/sticker","create:recipes/create.base/crafting/kinetics/sticker","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/sticky_mechanical_piston","create:recipes/create.base/crafting/kinetics/sticky_mechanical_piston","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/stressometerfrom_conversion","create:recipes/create.base/crafting/kinetics/stressometerfrom_conversion","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/super_glue","create:recipes/create.base/crafting/kinetics/super_glue","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/track_observer","create:recipes/create.base/crafting/kinetics/track_observer","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/track_observer_from_other_plates","create:recipes/create.base/crafting/kinetics/track_observer_from_other_plates","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/track_signal","create:recipes/create.base/crafting/kinetics/track_signal","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/track_station","create:recipes/create.base/crafting/kinetics/track_station","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/train_door","create:recipes/create.base/crafting/kinetics/train_door","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/train_trapdoor","create:recipes/create.base/crafting/kinetics/train_trapdoor","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/turntable","create:recipes/create.base/crafting/kinetics/turntable","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/vertical_gearboxfrom_conversion","create:recipes/create.base/crafting/kinetics/vertical_gearboxfrom_conversion","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/water_wheel","create:recipes/create.base/crafting/kinetics/water_wheel","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/weighted_ejector","create:recipes/create.base/crafting/kinetics/weighted_ejector","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/whisk","create:recipes/create.base/crafting/kinetics/whisk","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/white_sail","create:recipes/create.base/crafting/kinetics/white_sail","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/white_sailfrom_conversion","create:recipes/create.base/crafting/kinetics/white_sailfrom_conversion","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/white_seat","create:recipes/create.base/crafting/kinetics/white_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/white_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/white_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/white_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/white_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/windmill_bearing","create:recipes/create.base/crafting/kinetics/windmill_bearing","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/wooden_bracket","create:recipes/create.base/crafting/kinetics/wooden_bracket","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/wrench","create:recipes/create.base/crafting/kinetics/wrench","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/yellow_seat","create:recipes/create.base/crafting/kinetics/yellow_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/yellow_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/yellow_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/yellow_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/yellow_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/andesite_funnel","create:recipes/create.base/crafting/logistics/andesite_funnel","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/andesite_tunnel","create:recipes/create.base/crafting/logistics/andesite_tunnel","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/brass_funnel","create:recipes/create.base/crafting/logistics/brass_funnel","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/brass_tunnel","create:recipes/create.base/crafting/logistics/brass_tunnel","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/content_observer","create:recipes/create.base/crafting/logistics/content_observer","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/content_observerfrom_conversion","create:recipes/create.base/crafting/logistics/content_observerfrom_conversion","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/display_link","create:recipes/create.base/crafting/logistics/display_link","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/powered_latch","create:recipes/create.base/crafting/logistics/powered_latch","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/powered_toggle_latch","create:recipes/create.base/crafting/logistics/powered_toggle_latch","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/pulse_extender","create:recipes/create.base/crafting/logistics/pulse_extender","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/pulse_repeater","create:recipes/create.base/crafting/logistics/pulse_repeater","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/redstone_contact","create:recipes/create.base/crafting/logistics/redstone_contact","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/redstone_link","create:recipes/create.base/crafting/logistics/redstone_link","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/stockpile_switchfrom_conversion","create:recipes/create.base/crafting/logistics/stockpile_switchfrom_conversion","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/materials/andesite_alloy","create:recipes/create.base/crafting/materials/andesite_alloy","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/materials/andesite_alloy_from_zinc","create:recipes/create.base/crafting/materials/andesite_alloy_from_zinc","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/materials/brass_block_from_compacting","create:recipes/create.base/crafting/materials/brass_block_from_compacting","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/materials/brass_ingot_from_compacting","create:recipes/create.base/crafting/materials/brass_ingot_from_compacting","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/materials/brass_ingot_from_decompacting","create:recipes/create.base/crafting/materials/brass_ingot_from_decompacting","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/materials/brass_nugget_from_decompacting","create:recipes/create.base/crafting/materials/brass_nugget_from_decompacting","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/materials/copper_nugget","create:recipes/create.base/crafting/materials/copper_nugget","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/materials/electron_tube","create:recipes/create.base/crafting/materials/electron_tube","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/materials/raw_zinc","create:recipes/create.base/crafting/materials/raw_zinc","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/materials/raw_zinc_block","create:recipes/create.base/crafting/materials/raw_zinc_block","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/materials/red_sand_paper","create:recipes/create.base/crafting/materials/red_sand_paper","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/materials/rose_quartz","create:recipes/create.base/crafting/materials/rose_quartz","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/materials/rose_quartz_tilesfrom_conversion","create:recipes/create.base/crafting/materials/rose_quartz_tilesfrom_conversion","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/materials/sand_paper","create:recipes/create.base/crafting/materials/sand_paper","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/materials/small_rose_quartz_tilesfrom_conversion","create:recipes/create.base/crafting/materials/small_rose_quartz_tilesfrom_conversion","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/materials/zinc_block_from_compacting","create:recipes/create.base/crafting/materials/zinc_block_from_compacting","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/materials/zinc_ingot_from_compacting","create:recipes/create.base/crafting/materials/zinc_ingot_from_compacting","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/materials/zinc_ingot_from_decompacting","create:recipes/create.base/crafting/materials/zinc_ingot_from_decompacting","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/materials/zinc_nugget_from_decompacting","create:recipes/create.base/crafting/materials/zinc_nugget_from_decompacting","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/schematics/empty_schematic","create:recipes/create.base/crafting/schematics/empty_schematic","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/schematics/schematic_and_quill","create:recipes/create.base/crafting/schematics/schematic_and_quill","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/schematics/schematic_table","create:recipes/create.base/crafting/schematics/schematic_table","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/schematics/schematicannon","create:recipes/create.base/crafting/schematics/schematicannon","<null>","minecraft:recipes/root"
"create:recipes/create.base/exposed_copper_shingle_slab","create:recipes/create.base/exposed_copper_shingle_slab","<null>","minecraft:recipes/root"
"create:recipes/create.base/exposed_copper_shingle_slab_from_exposed_copper_shingles_stonecutting","create:recipes/create.base/exposed_copper_shingle_slab_from_exposed_copper_shingles_stonecutting","<null>","minecraft:recipes/root"
"create:recipes/create.base/exposed_copper_shingle_stairs","create:recipes/create.base/exposed_copper_shingle_stairs","<null>","minecraft:recipes/root"
"create:recipes/create.base/exposed_copper_shingle_stairs_from_exposed_copper_shingles_stonecutting","create:recipes/create.base/exposed_copper_shingle_stairs_from_exposed_copper_shingles_stonecutting","<null>","minecraft:recipes/root"
"create:recipes/create.base/exposed_copper_tile_slab","create:recipes/create.base/exposed_copper_tile_slab","<null>","minecraft:recipes/root"
"create:recipes/create.base/exposed_copper_tile_slab_from_exposed_copper_tiles_stonecutting","create:recipes/create.base/exposed_copper_tile_slab_from_exposed_copper_tiles_stonecutting","<null>","minecraft:recipes/root"
"create:recipes/create.base/exposed_copper_tile_stairs","create:recipes/create.base/exposed_copper_tile_stairs","<null>","minecraft:recipes/root"
"create:recipes/create.base/exposed_copper_tile_stairs_from_exposed_copper_tiles_stonecutting","create:recipes/create.base/exposed_copper_tile_stairs_from_exposed_copper_tiles_stonecutting","<null>","minecraft:recipes/root"
"create:recipes/create.base/oxidized_copper_shingle_slab","create:recipes/create.base/oxidized_copper_shingle_slab","<null>","minecraft:recipes/root"
"create:recipes/create.base/oxidized_copper_shingle_slab_from_oxidized_copper_shingles_stonecutting","create:recipes/create.base/oxidized_copper_shingle_slab_from_oxidized_copper_shingles_stonecutting","<null>","minecraft:recipes/root"
"create:recipes/create.base/oxidized_copper_shingle_stairs","create:recipes/create.base/oxidized_copper_shingle_stairs","<null>","minecraft:recipes/root"
"create:recipes/create.base/oxidized_copper_shingle_stairs_from_oxidized_copper_shingles_stonecutting","create:recipes/create.base/oxidized_copper_shingle_stairs_from_oxidized_copper_shingles_stonecutting","<null>","minecraft:recipes/root"
"create:recipes/create.base/oxidized_copper_tile_slab","create:recipes/create.base/oxidized_copper_tile_slab","<null>","minecraft:recipes/root"
"create:recipes/create.base/oxidized_copper_tile_slab_from_oxidized_copper_tiles_stonecutting","create:recipes/create.base/oxidized_copper_tile_slab_from_oxidized_copper_tiles_stonecutting","<null>","minecraft:recipes/root"
"create:recipes/create.base/oxidized_copper_tile_stairs","create:recipes/create.base/oxidized_copper_tile_stairs","<null>","minecraft:recipes/root"
"create:recipes/create.base/oxidized_copper_tile_stairs_from_oxidized_copper_tiles_stonecutting","create:recipes/create.base/oxidized_copper_tile_stairs_from_oxidized_copper_tiles_stonecutting","<null>","minecraft:recipes/root"
"create:recipes/create.base/rose_quartz_block_from_rose_quartz_stonecutting","create:recipes/create.base/rose_quartz_block_from_rose_quartz_stonecutting","<null>","minecraft:recipes/root"
"create:recipes/create.base/rose_quartz_tiles_from_polished_rose_quartz_stonecutting","create:recipes/create.base/rose_quartz_tiles_from_polished_rose_quartz_stonecutting","<null>","minecraft:recipes/root"
"create:recipes/create.base/small_rose_quartz_tiles_from_polished_rose_quartz_stonecutting","create:recipes/create.base/small_rose_quartz_tiles_from_polished_rose_quartz_stonecutting","<null>","minecraft:recipes/root"
"create:recipes/create.base/smelting/zinc_ingot_from_crushed","create:recipes/create.base/smelting/zinc_ingot_from_crushed","<null>","minecraft:recipes/root"
"create:recipes/create.base/smelting/zinc_ingot_from_ore","create:recipes/create.base/smelting/zinc_ingot_from_ore","<null>","minecraft:recipes/root"
"create:recipes/create.base/smelting/zinc_ingot_from_raw_ore","create:recipes/create.base/smelting/zinc_ingot_from_raw_ore","<null>","minecraft:recipes/root"
"create:recipes/create.base/weathered_copper_shingle_slab","create:recipes/create.base/weathered_copper_shingle_slab","<null>","minecraft:recipes/root"
"create:recipes/create.base/weathered_copper_shingle_slab_from_weathered_copper_shingles_stonecutting","create:recipes/create.base/weathered_copper_shingle_slab_from_weathered_copper_shingles_stonecutting","<null>","minecraft:recipes/root"
"create:recipes/create.base/weathered_copper_shingle_stairs","create:recipes/create.base/weathered_copper_shingle_stairs","<null>","minecraft:recipes/root"
"create:recipes/create.base/weathered_copper_shingle_stairs_from_weathered_copper_shingles_stonecutting","create:recipes/create.base/weathered_copper_shingle_stairs_from_weathered_copper_shingles_stonecutting","<null>","minecraft:recipes/root"
"create:recipes/create.base/weathered_copper_tile_slab","create:recipes/create.base/weathered_copper_tile_slab","<null>","minecraft:recipes/root"
"create:recipes/create.base/weathered_copper_tile_slab_from_weathered_copper_tiles_stonecutting","create:recipes/create.base/weathered_copper_tile_slab_from_weathered_copper_tiles_stonecutting","<null>","minecraft:recipes/root"
"create:recipes/create.base/weathered_copper_tile_stairs","create:recipes/create.base/weathered_copper_tile_stairs","<null>","minecraft:recipes/root"
